16.105	16.13	18
17.675	16.13	17
18.5	16.13	16.46
23.125	16.13	14.153
27.75	16.13	12.405
37	16.13	9.535
46.25	16.13	6.925
55.5	16.13	4.588
64.75	16.13	2.731
74	16.13	1.9
83.25	16.13	1.9
92.5	16.13	1.9
101.75	16.13	1.9
111	16.13	1.9
120.25	16.13	1.9
129.5	16.13	1.9
138.75	16.13	2.346
148	16.13	6.369
157.25	16.13	13.684
161.76	16.13	17
162.18	16.13	18


