186.968	22.2
186.826	20.55
186.305	18
186.021	17
185.878	16
185.642	15
185.453	14
185.264	13
185.121	12
185.072	11
185.723	10
186.747	9
187.025	8
187.022	7
187.02	6
187.064	5
187.014	4
186.919	3
186.262	2
185.093	1
181.496	0
