9.25	0	0
13.875	0.235	0
18.5	0.847	0
23.125	1.661	0
27.75	2.671	0
37	5.811	0
46.25	9.335	0
55.5	12.11	0
64.75	13.744	0
74	14.23	0
83.25	14.23	0
92.5	14.23	0
101.75	14.23	0
111	14.23	0
120.25	14.23	0
129.5	14.23	0
138.75	13.783	0
148	12.284	0
157.25	9.76	0
166.5	6.42	0
171.125	4.487	0
175.75	2.351	0
178.0625	1	0
180.375	0.038	0



